BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS
0;0;943400207623;0;0;0x4000
0;0;943757003248;4095;4095;0x4080
0;0;943929327874;4095;0;0x4080
0;0;944117163936;1;4;0x4000
0;0;944134629748;4095;6;0x4080
0;0;946155799998;4095;1;0x4080
0;0;946906701873;4095;1;0x4080
0;0;947519745748;4095;4095;0x4080
0;0;947748217873;4095;0;0x4080
0;0;947769573623;4095;1;0x4080
0;0;947826643874;1;1;0x4000
0;0;948093649373;10;1;0x4000
0;0;948184625249;4095;1;0x4080
0;0;948238283874;4095;4095;0x4080
0;0;948256741248;0;2;0x4000
0;0;948348926935;4095;3;0x4080
0;0;948383381811;4095;2;0x4080
0;0;948683329936;2;3;0x4000
0;0;949183053811;4095;1;0x4080
0;0;949331991685;4095;1;0x4080
0;0;950165338999;279;19;0x4000
0;0;950191065124;2;3;0x4000
0;0;950353242001;15;1;0x4000
0;0;950720661499;22;1;0x4000
0;0;950865593873;4095;1;0x4080
0;0;951388867623;7;0;0x4000
0;0;951558460748;4095;4095;0x4080
0;0;951908645686;10;4095;0x4080
0;0;951933461873;4095;4095;0x4080
0;0;952115859374;8;3;0x4000
0;0;952263241498;4095;3;0x4080
0;0;952821587499;13;3;0x4000
0;0;952986321936;4095;1;0x4080
0;0;954842347874;20;2;0x4000
0;0;955347729874;2;3;0x4000
0;0;955384653998;10;0;0x4000
0;0;955765443687;4095;1;0x4080
0;0;955787321812;4095;4095;0x4080
0;0;956532297810;4095;1;0x4080
0;0;956942223248;6;3;0x4000
0;0;958276526001;532;23;0x4100
0;0;959047953874;4095;1;0x4080
0;0;959694391498;6;0;0x4000
0;0;959929077999;0;2;0x4000
0;0;960451327873;4095;7;0x4080
0;0;960563925624;27;4;0x4000
0;0;960933707249;14;5;0x4000
0;0;960967381124;259;11;0x4000
0;0;961285331936;7;0;0x4000
0;0;961913347936;26;2;0x4000
0;0;963825821374;4095;0;0x4080
0;0;964032955874;9;2;0x4000
0;0;965540981873;4095;1;0x4080
0;0;966183579498;4095;0;0x4080
0;0;966447017873;622;28;0x4000
0;0;966558689123;4095;4095;0x4080
0;0;966693135249;4095;1;0x4080
0;0;967183589249;4095;4;0x4080
0;0;967668635998;23;1;0x4000
0;0;967897209748;4095;4095;0x4080
0;0;968134295686;4095;2;0x4080
0;0;968394165935;3;0;0x4000
0;0;968683597624;4095;0;0x4080
0;0;968973963685;4095;0;0x4080
0;0;969494751749;4095;4095;0x4080
0;0;970462457686;4095;4;0x4080
0;0;971249331499;4095;2;0x4080
0;0;971291054249;1;1;0x4000
0;0;971365303499;4095;2;0x4080
0;0;971703587936;4095;1;0x4080
0;0;971799363749;23;1;0x4000
0;0;972041841749;2;2;0x4000
0;0;972323919998;4095;0;0x4080
0;0;974489097935;4095;4095;0x4080
0;0;977505935874;4095;0;0x4080
0;0;978218245749;9;4095;0x4080
0;0;978512435623;13;0;0x4000
0;0;978933550748;7;4;0x4000
0;0;979185841873;0;2;0x4000
0;0;979548275937;4095;3;0x4080
0;0;979625843749;4095;0;0x4080
0;0;980088750998;4095;0;0x4080
0;0;981397501436;4095;0;0x4080
0;0;981933577248;13;8;0x4000
0;0;983142821687;13;1;0x4000
0;0;983466999749;4095;4095;0x4080
0;0;983737077623;10;4095;0x4080
0;0;985534399998;4095;0;0x4080
0;0;985919133999;4095;1;0x4080
0;0;985963691623;4095;1;0x4080
0;0;985978667874;4095;4095;0x4080
0;0;986174579749;4095;0;0x4080
0;0;986704347624;2;1;0x4000
0;0;986969422499;4095;2;0x4080
0;0;987308869248;7;6;0x4000
0;0;987632989436;4095;4095;0x4080
0;0;987651692248;4095;4095;0x4080
0;0;987817661998;9;1;0x4000
0;0;988016249123;14;0;0x4000
0;0;988121191998;4095;0;0x4080
0;0;988137027874;4095;3;0x4080
0;0;988308733811;4095;4095;0x4080
0;0;988318929873;9;1;0x4000
0;0;989203531873;4095;0;0x4080
0;0;990231757623;4095;1;0x4080
0;0;990553424374;494;25;0x4000
0;0;991001519999;11;5;0x4000
0;0;991061461873;4095;3;0x4080
0;0;992158046999;17;1;0x4000
0;0;992592887749;4095;0;0x4080
0;0;992841669874;4095;4095;0x4080
0;0;993266203936;2;1;0x4000
0;0;993414773874;4095;1;0x4080
0;0;993667383749;5;3;0x4000
0;0;994554181249;4095;1;0x4080
0;0;995300599624;8;0;0x4000
0;0;995340889748;4095;0;0x4080
0;0;996110131623;2;1;0x4000
0;0;996497267249;4095;2;0x4080
0;0;998962579623;17;2;0x4000
0;0;999075161874;4095;4095;0x4080
0;0;999169195623;1;2;0x4000
0;0;999685657748;4095;4095;0x4080
0;0;999816688748;4095;4095;0x4080
0;0;999863629937;16;1;0x4000
0;0;1000262287623;4095;1;0x4080
0;0;1001017001874;6;2;0x4000
0;0;1001308827748;4095;4095;0x4080
0;0;1001616359873;7;4095;0x4080
0;0;1002308841873;4095;0;0x4080
0;0;1002814707873;20;2;0x4000
0;0;1003755457749;4095;4095;0x4080
0;0;1003933741624;4095;5;0x4080
0;0;1004561221873;4095;4095;0x4080
0;0;1004803405936;4095;4095;0x4080
0;0;1005558863999;4095;4095;0x4080
0;0;1006189747999;4095;2;0x4080
0;0;1006255977749;7;2;0x4000
0;0;1006308879436;5;4;0x4000
0;0;1006345337873;4095;1;0x4080
0;0;1007554447248;4095;0;0x4080
0;0;1007627918623;4095;4095;0x4080
0;0;1007685405374;4095;1;0x4080
0;0;1010203609749;22;4095;0x4080
0;0;1010433909749;2;2;0x4000
0;0;1010613827998;4095;0;0x4080
0;0;1010626701873;0;0;0x4000
0;0;1010677090749;4095;0;0x4080
0;0;1011127791749;6;3;0x4000
0;0;1011637946998;4095;1;0x4080
0;0;1011656293686;8;2;0x4000
0;0;1011868647249;4095;0;0x4080
0;0;1012361897811;32;4;0x4000
0;0;1012437023873;2;1;0x4000
0;0;1012541545937;4095;1;0x4080
0;0;1013614361936;4095;4095;0x4080
0;0;1014056245749;4095;0;0x4080
0;0;1014553126998;3;2;0x4000
0;0;1014953577999;4;4095;0x4080
0;0;1015031117624;19;4095;0x4080
0;0;1015087703999;12;2;0x4000
0;0;1015433931124;4095;4095;0x4080
0;0;1015965851873;4095;0;0x4080
0;0;1016933942874;4095;4095;0x4080
0;0;1017020007748;4095;4095;0x4080
0;0;1018876571810;17;1;0x4000
0;0;1018889719873;10;1;0x4000
0;0;1019138079623;9;1;0x4000
0;0;1019157053873;2;1;0x4000
0;0;1019291686748;4095;1;0x4080
0;0;1019570427623;16;0;0x4000
0;0;1020117318873;7;1;0x4000
0;0;1020502147937;4095;1;0x4080
0;0;1021184743687;4095;0;0x4080
0;0;1022187449374;30;1;0x4000
0;0;1022668261936;19;2;0x4000
0;0;1023020861874;4095;0;0x4080
0;0;1023954447935;4095;4095;0x4080
0;0;1024559001873;4095;4095;0x4080
0;0;1025309017624;4;3;0x4000
0;0;1025591367561;17;1;0x4000
0;0;1025606389874;4095;1;0x4080
0;0;1025909737499;4095;0;0x4080
0;0;1025993074248;13;4095;0x4080
0;0;1026198862999;4095;4095;0x4080
0;0;1026456991749;4095;0;0x4080
0;0;1026528393811;22;2;0x4000
0;0;1026655671811;8;3;0x4000
0;0;1026744399999;2;1;0x4000
0;0;1026915749873;39;0;0x4000
0;0;1026934628001;16;1;0x4000
0;0;1027110095936;1;4;0x4000
0;0;1027223351499;25;2;0x4000
0;0;1027677908623;8;0;0x4000
0;0;1027813889999;12;4;0x4000
0;0;1027963991623;4095;0;0x4080
0;0;1028168420499;1;0;0x4000
0;0;1028572512999;4095;4095;0x4080
0;0;1028808923748;4095;4;0x4080
0;0;1029437589624;10;3;0x4000
0;0;1030143133874;1;4095;0x4080
0;0;1030261799999;5;0;0x4000
0;0;1030655109248;4095;2;0x4080
0;0;1030841112624;4095;1;0x4080
0;0;1030859849999;4095;4095;0x4080
0;0;1030880968000;1;2;0x4000
0;0;1030934049810;4095;4095;0x4080
0;0;1031265509311;0;2;0x4000
0;0;1031302805623;4095;1;0x4080
0;0;1031339787748;16;3;0x4000
0;0;1032737037748;3;2;0x4000
0;0;1034184213811;2;6;0x4000
0;0;1034454339498;4095;0;0x4080
0;0;1034581223873;4095;4095;0x4080
0;0;1034692631873;4095;1;0x4080
0;0;1035001359373;4095;2;0x4080
0;0;1035171075749;4095;1;0x4080
0;0;1036809097874;4095;1;0x4080
0;0;1038091415999;4095;4095;0x4080
0;0;1038396545749;4095;5;0x4080
0;0;1038565205874;39;9;0x4000
0;0;1038577129748;4095;4095;0x4080
0;0;1038689645498;0;1;0x4000
0;0;1039262885123;5;3;0x4000
0;0;1039318607748;0;1;0x4000
0;0;1039334935560;4095;2;0x4080
0;0;1039532161748;4095;2;0x4080
0;0;1039860791873;514;27;0x4000
0;0;1040150615249;11;4095;0x4080
0;0;1041684149498;23;9;0x4000
0;0;1043059149498;4095;5;0x4080
0;0;1044917511874;4095;4095;0x4080
0;0;1044952557811;4095;4095;0x4080
0;0;1046504937623;4095;0;0x4080
0;0;1047038388937;4095;1;0x4080
0;0;1047184323436;11;7;0x4000
0;0;1047225075873;4095;4095;0x4080
0;0;1047403341498;2;0;0x4000
0;0;1048194993873;4095;1;0x4080
0;0;1048531783499;23;0;0x4000
0;0;1048902213749;4095;0;0x4080
0;0;1050929815811;4095;0;0x4080
0;0;1050950962249;4095;1;0x4080
0;0;1051158118062;8;4095;0x4080
0;0;1051232271748;4095;4095;0x4080
0;0;1053684369248;4095;7;0x4080
0;0;1054059227499;4095;3;0x4080
0;0;1054359218498;4095;7;0x4080
0;0;1054911709124;4095;4095;0x4080
0;0;1056063270999;8;2;0x4000
0;0;1056886901937;4095;0;0x4080
0;0;1057054627437;4095;4095;0x4080
0;0;1057309409499;11;8;0x4000
0;0;1057619637749;4095;2;0x4080
0;0;1058850083874;9;4095;0x4080
0;0;1058887981748;4095;1;0x4080
0;0;1058925865810;4;2;0x4000
0;0;1058982167312;4095;1;0x4080
0;0;1059184411749;10;10;0x4000
0;0;1059203227623;27;3;0x4000
0;0;1059449941936;4095;1;0x4080
0;0;1060822585749;284;15;0x4000
0;0;1061482723874;4095;4095;0x4080
0;0;1061559269998;4095;4095;0x4080
0;0;1061966495499;4095;4095;0x4080
0;0;1062418575685;19;1;0x4000
0;0;1062839094873;4095;4095;0x4080
0;0;1062878993749;10;1;0x4000
0;0;1063059278499;4095;4095;0x4080
0;0;1063809293062;4095;1;0x4080
0;0;1065560335623;525;23;0x4000
0;0;1066433717249;14;0;0x4000
0;0;1066490247748;15;3;0x4000
0;0;1066643899499;4095;2;0x4080
0;0;1066684191624;4095;6;0x4080
0;0;1066759881373;5;3;0x4000
0;0;1067292675874;4095;4095;0x4080
0;0;1069219705749;0;0;0x4000
0;0;1069434333935;4095;1;0x4080
0;0;1069454417874;4095;7;0x4080
0;0;1069464321873;8;4095;0x4080
0;0;1069654825248;33;8;0x4000
0;0;1069659891499;200;20;0x4000
0;0;1069705465749;30;2;0x4000
0;0;1069741097874;23;2;0x4000
0;0;1070227861498;18;0;0x4000
0;0;1070903412374;4095;3;0x4080
0;0;1071483398001;0;1;0x4000
0;0;1071724900998;5;0;0x4000
0;0;1071755187998;4095;4095;0x4080
0;0;1071904437810;12;1;0x4000
0;0;1072373159936;4095;0;0x4080
0;0;1072485694873;634;29;0x4000
0;0;1072721787374;4095;2;0x4080
0;0;1074131625936;4095;4095;0x4080
0;0;1074259875499;22;2;0x4000
0;0;1074487360498;13;2;0x4000
0;0;1074684371749;4095;0;0x4080
0;0;1074699981873;4;1;0x4000
0;0;1076309381436;4095;4095;0x4080
0;0;1076446419498;226;19;0x4000
0;0;1076489858310;803;35;0x4000
0;0;1078410135936;4095;2;0x4080
0;0;1078868533873;3;1;0x4000
0;0;1079207803749;9;1;0x4000
0;0;1079634323749;4095;1;0x4080
0;0;1079937327123;296;16;0x4000
0;0;1080113961811;4095;0;0x4080
0;0;1080373165249;4095;2;0x4080
0;0;1080591711749;11;3;0x4000
0;0;1080934422998;4095;1;0x4080
0;0;1081083413498;4095;0;0x4080
0;0;1081417437623;12;4095;0x4080
0;0;1082478441748;16;4095;0x4080
0;0;1082535256248;4095;4095;0x4080
0;0;1085059449873;13;2;0x4000
0;0;1085892833936;4095;0;0x4080
0;0;1086305459748;4095;0;0x4080
0;0;1087612827499;4095;1;0x4080
0;0;1087700286498;235;18;0x4000
0;0;1088849901874;4095;1;0x4080
0;0;1089879727561;4095;0;0x4080
0;0;1089990499811;4095;0;0x4080
0;0;1090006099623;17;2;0x4000
0;0;1090154449624;13;1;0x4000
0;0;1090212549998;2;1;0x4000
0;0;1090289786811;4095;2;0x4080
0;0;1090426345187;4095;4095;0x4080
0;0;1090541539748;1;0;0x4000
0;0;1090581469499;7;0;0x4000
0;0;1090655862623;4095;4095;0x4080
0;0;1090806823749;4095;1;0x4080
0;0;1091036261937;2;0;0x4000
0;0;1091765095873;4095;4095;0x4080
0;0;1091934504001;5;3;0x4000
0;0;1092804447874;30;0;0x4000
0;0;1093150247374;4095;0;0x4080
0;0;1093769789936;11;2;0x4000
0;0;1093788049624;4;4095;0x4080
0;0;1094004233874;22;3;0x4000
0;0;1094405127874;3;0;0x4000
0;0;1094743916498;4095;0;0x4080
0;0;1094907887874;4095;2;0x4080
0;0;1095539708499;4095;2;0x4080
0;0;1096388507499;2;0;0x4000
0;0;1097059679499;4095;6;0x4080
0;0;1098204497498;4095;4095;0x4080
0;0;1098339501874;4095;2;0x4080
0;0;1098512519874;4095;4095;0x4080
0;0;1098681649811;2;0;0x4000
0;0;1098809544001;4095;1;0x4080
0;0;1099072941937;4095;0;0x4080
0;0;1099289693498;4;2;0x4000
0;0;1099585121812;4095;4095;0x4080
0;0;1100184728248;18;9;0x4000
0;0;1100309565936;4095;2;0x4080
0;0;1100809565624;4095;4095;0x4080
0;0;1101166171936;4095;9;0x4080
0;0;1102130345499;0;3;0x4000
0;0;1102207997749;4095;0;0x4080
0;0;1103452685874;4095;4095;0x4080
0;0;1105184595749;4095;4095;0x4080
0;0;1105477451873;4095;4095;0x4080
0;0;1105895541748;4095;1;0x4080
0;0;1105988807374;4095;0;0x4080
0;0;1106198287623;4095;4095;0x4080
0;0;1106276529749;4095;4095;0x4080
0;0;1106373469873;12;1;0x4000
0;0;1106486403185;4;1;0x4000
0;0;1106954825748;4095;1;0x4080
0;0;1107254551624;367;4095;0x4080
0;0;1107809745623;4095;2;0x4080
0;0;1109703148999;4095;0;0x4080
0;0;1109998687748;4095;4095;0x4080
0;0;1110897639936;0;1;0x4000
0;0;1112434648623;10;3;0x4000
0;0;1113380315873;4095;2;0x4080
0;0;1113916039623;4095;1;0x4080
0;0;1114183983749;4095;3;0x4080
0;0;1114224200000;4095;1;0x4080
0;0;1114307406124;718;30;0x4000
0;0;1114339488999;1;4095;0x4080
0;0;1114544273373;4;2;0x4000
0;0;1116217197811;18;7;0x4000
0;0;1118356917498;4095;3;0x4080
0;0;1118463343936;4095;2;0x4080
0;0;1118745689998;4095;1;0x4080
0;0;1118794037749;221;12;0x4000
0;0;1119615301373;4095;4095;0x4080
0;0;1121287989374;4095;2;0x4080
0;0;1121355253749;4095;0;0x4080
0;0;1122207255810;1;2;0x4000
0;0;1123184613498;4095;7;0x4080
0;0;1123309877810;19;8;0x4000
0;0;1124509467998;1;4095;0x4080
0;0;1125867279623;9;4095;0x4080
0;0;1125905042999;8;2;0x4000
0;0;1126098933874;26;3;0x4000
0;0;1126249813999;4095;1;0x4080
0;0;1126454757998;4095;1;0x4080
0;0;1126598211499;4095;4095;0x4080
0;0;1126719585874;3;1;0x4000
0;0;1126790417624;14;1;0x4000
0;0;1128486344998;4095;4095;0x4080
0;0;1128604059873;4095;1;0x4080
0;0;1128941491248;4095;1;0x4080
0;0;1129084465999;16;0;0x4000
0;0;1129229185373;12;1;0x4000
0;0;1129832253498;15;0;0x4000
0;0;1129888619499;2;1;0x4000
0;0;1130010671748;4095;1;0x4080
0;0;1130059785373;8;5;0x4000
0;0;1130662558749;4095;4095;0x4080
0;0;1130800301749;15;0;0x4000
0;0;1131778501623;4095;0;0x4080
0;0;1132145167498;4;7;0x4000
0;0;1132309787498;4095;4095;0x4080
0;0;1132666568999;19;5;0x4000
0;0;1132865851935;37;3;0x4000
0;0;1133085973498;16;3;0x4000
0;0;1133276413248;4095;0;0x4080
0;0;1133435489873;1;0;0x4000
0;0;1134411684001;4095;2;0x4080
0;0;1134434808999;4095;4095;0x4080
0;0;1135309965624;4095;5;0x4080
0;0;1135559977749;25;7;0x4000
0;0;1136764661998;4095;4095;0x4080
0;0;1136810307373;4095;2;0x4080
0;0;1137065729373;0;1;0x4000
0;0;1138555173749;4095;1;0x4080
0;0;1139206523937;4095;1;0x4080
0;0;1139544289249;0;0;0x4000
0;0;1139684853811;3;4;0x4000
0;0;1141173841936;14;4095;0x4080
0;0;1142176335124;201;19;0x4000
0;0;1142488455874;5;0;0x4000
0;0;1142845583436;17;3;0x4000
0;0;1146522493623;2;2;0x4000
0;0;1146789911873;7;4095;0x4080
0;0;1146869403561;4095;2;0x4080
0;0;1146887159249;0;2;0x4000
0;0;1147027311498;4095;0;0x4080
0;0;1147185058998;31;10;0x4000
0;0;1147655541874;4095;4095;0x4080
0;0;1148791729373;7;2;0x4000
0;0;1149623007373;4095;1;0x4080
0;0;1149698275873;4095;1;0x4080
0;0;1149759313687;4095;2;0x4080
0;0;1149835153374;32;2;0x4000
0;0;1149951625749;478;21;0x4000
0;0;1150011409749;4095;0;0x4080
0;0;1151112400999;4095;1;0x4080
0;0;1152652009749;33;4;0x4000
0;0;1153081670000;4095;4095;0x4080
0;0;1153891436499;4095;1;0x4080
0;0;1154284277874;4095;1;0x4080
0;0;1154662157749;4095;1;0x4080
0;0;1155283587749;4095;4095;0x4080
0;0;1155401469873;11;3;0x4000
0;0;1155585569498;4095;2;0x4080
0;0;1157697927998;4095;0;0x4080
0;0;1158077566001;0;1;0x4000
0;0;1158329869686;1;0;0x4000
0;0;1158583609812;4095;0;0x4080
0;0;1159307033498;4095;1;0x4080
0;0;1159559991623;4095;4095;0x4080
0;0;1160060003498;4095;2;0x4080
0;0;1160601107624;4095;4095;0x4080
0;0;1160778301124;4095;0;0x4080
0;0;1161202669874;4095;0;0x4080
0;0;1161906739248;4095;2;0x4080
0;0;1161944137998;4095;1;0x4080
0;0;1161962828874;18;1;0x4000
0;0;1161981565249;15;2;0x4000
0;0;1162724295873;22;1;0x4000
0;0;1163113267624;16;6;0x4000
0;0;1163386289935;12;5;0x4000
0;0;1164810030999;4095;4095;0x4080
0;0;1164932787810;4095;0;0x4080
0;0;1165034823935;4095;4095;0x4080
0;0;1166431989874;9;3;0x4000
0;0;1166435403999;17;4095;0x4080
0;0;1167453549874;18;0;0x4000
0;0;1168320785062;10;1;0x4000
0;0;1168536643498;13;2;0x4000
0;0;1168825104001;4095;1;0x4080
0;0;1169531131685;30;4;0x4000
0;0;1169822560249;4095;0;0x4080
0;0;1170210282000;4095;0;0x4080
0;0;1172835273936;3;1;0x4000
0;0;1173007443061;4095;2;0x4080
0;0;1173060241937;37;10;0x4000
0;0;1173207595873;4095;2;0x4080
0;0;1173435097687;47;3;0x4000
0;0;1173704307748;4095;3;0x4080
0;0;1174438143310;4095;3;0x4080
0;0;1175120073936;4095;4095;0x4080
0;0;1176609689935;0;4095;0x4080
0;0;1176825019498;4095;2;0x4080
0;0;1177181385561;3;0;0x4000
0;0;1177185137749;36;6;0x4000
0;0;1177710649248;1194;36;0x4000
0;0;1178369959935;10;2;0x4000
0;0;1179064087498;29;7;0x4000
0;0;1180492853873;4095;0;0x4080
0;0;1180696557873;3;3;0x4000
0;0;1180852001749;5;2;0x4000
0;0;1181214833498;4095;4095;0x4080
0;0;1181296085748;4095;1;0x4080
0;0;1181350381811;14;0;0x4000
0;0;1181369203186;4095;4095;0x4080
0;0;1181700753060;0;1;0x4000
0;0;1184200750936;448;21;0x4000
0;0;1184435187811;7;6;0x4000
0;0;1185426773123;4095;0;0x4080
0;0;1185620591624;4095;0;0x4080
0;0;1186392022000;9;3;0x4000
0;0;1187022897374;8;0;0x4000
0;0;1189012689499;15;0;0x4000
0;0;1189201577624;9;4095;0x4080
0;0;1189222651874;5;1;0x4000
0;0;1189491997998;4095;4095;0x4080
0;0;1189702901873;0;0;0x4000
0;0;1189777129499;4095;1;0x4080
0;0;1190381891435;4095;0;0x4080
0;0;1190917879499;18;1;0x4000
0;0;1191810119748;4095;5;0x4080
0;0;1192346051937;4095;1;0x4080
0;0;1193310231499;4095;4095;0x4080
0;0;1193422477873;4095;0;0x4080
0;0;1193518829748;4095;2;0x4080
0;0;1193905579749;0;2;0x4000
0;0;1194012277811;20;0;0x4000
0;0;1194246295249;4095;0;0x4080
0;0;1194407509498;0;4095;0x4080
0;0;1194521457498;4095;7;0x4080
0;0;1196685159123;20;7;0x4000
0;0;1198085263624;4095;1;0x4080
0;0;1199129135499;131;21;0x4000
0;0;1199499111749;4095;0;0x4080
0;0;1199685181249;26;7;0x4000
0;0;1199923643811;4095;2;0x4080
0;0;1200013771561;4095;4095;0x4080
0;0;1201010347373;4095;0;0x4080
0;0;1201338731936;28;0;0x4000
0;0;1205431866748;4095;1;0x4080
0;0;1207185217811;4095;5;0x4080
0;0;1207930744249;4095;2;0x4080
0;0;1208051833624;4095;4095;0x4080
0;0;1208130387561;8;3;0x4000
0;0;1208174607874;4095;4095;0x4080
0;0;1208470833874;4095;1;0x4080
0;0;1208625961623;4095;1;0x4080
0;0;1208854521873;4095;4095;0x4080
0;0;1208935355748;4095;3;0x4080
0;0;1208953771873;17;1;0x4000
0;0;1209182805873;4095;2;0x4080
0;0;1209336477873;4095;0;0x4080
0;0;1210186400749;18;2;0x4000
0;0;1210265319937;4095;4095;0x4080
0;0;1210466176623;1009;39;0x4000
0;0;1211060527749;23;8;0x4000
0;0;1211996573936;4095;2;0x4080
0;0;1212252645873;5;0;0x4000
0;0;1212577737748;2;3;0x4000
0;0;1212648465873;4095;1;0x4080
0;0;1212721585124;4095;1;0x4080
0;0;1212963317686;7;5;0x4000
0;0;1213179747873;2;3;0x4000
0;0;1213337345874;28;2;0x4000
0;0;1213412315999;4095;3;0x4080
0;0;1213524299874;13;1;0x4000
0;0;1213985051874;4095;1;0x4080
0;0;1214288783998;4095;4095;0x4080
0;0;1216279645999;312;18;0x4000
0;0;1216373297936;16;1;0x4000
0;0;1217535542749;4095;4095;0x4080
0;0;1217551869499;4095;0;0x4080
0;0;1220281099623;4095;2;0x4080
0;0;1220386885874;4095;0;0x4080
0;0;1220608371873;4095;1;0x4080
0;0;1220773851748;17;2;0x4000
0;0;1221137651811;4095;4095;0x4080
0;0;1221810453748;4095;2;0x4080
0;0;1221952897874;4095;0;0x4080
0;0;1223808709812;4095;4095;0x4080
0;0;1224310479749;4095;3;0x4080
0;0;1225058069874;1;1;0x4000
0;0;1225799683685;4095;4095;0x4080
0;0;1226006775749;4095;7;0x4080
0;0;1226080401936;27;2;0x4000
0;0;1226263995749;4095;0;0x4080
0;0;1226560621812;34;4;0x4000
0;0;1227528660001;7;2;0x4000
0;0;1228583629874;4095;0;0x4080
0;0;1228764200623;4095;4;0x4080
0;0;1228822687498;4095;1;0x4080
0;0;1228924071873;4095;4095;0x4080
0;0;1229125279999;4095;1;0x4080
0;0;1229404371873;4;1;0x4000
0;0;1229597315873;1;2;0x4000
0;0;1229615587248;4095;2;0x4080
0;0;1229810507873;10;4095;0x4080
0;0;1230116421499;1;3;0x4000
0;0;1230131576999;4095;0;0x4080
0;0;1232563129499;4095;4095;0x4080
0;0;1232727811498;4095;3;0x4080
0;0;1232823767998;4095;2;0x4080
0;0;1233036121686;4095;0;0x4080
0;0;1233188689873;4095;4095;0x4080
0;0;1233482375624;4095;4;0x4080
0;0;1233777455748;2;3;0x4000
0;0;1233987943499;4095;2;0x4080
0;0;1234491733498;4095;0;0x4080
0;0;1234576427249;4095;2;0x4080
0;0;1234789333498;4095;4095;0x4080
0;0;1234903994001;270;16;0x4000
0;0;1235935563498;4095;3;0x4080
0;0;1236870585937;47;0;0x4000
0;0;1237005837874;5;4095;0x4080
0;0;1237435439874;7;4;0x4000
0;0;1238383995937;4095;1;0x4080
0;0;1239008837999;4095;2;0x4080
0;0;1240060151373;4095;2;0x4080
0;0;1240127201498;4095;1;0x4080
0;0;1240646973812;31;0;0x4000
0;0;1240684317749;4095;4095;0x4080
0;0;1241088611623;4095;0;0x4080
0;0;1241128115498;4095;4095;0x4080
0;0;1241185601874;4095;2;0x4080
0;0;1241810604999;4095;2;0x4080
0;0;1243850123998;4095;4095;0x4080
0;0;1244146355498;13;0;0x4000
0;0;1244567050999;4095;4095;0x4080
0;0;1244717389498;4095;0;0x4080
0;0;1245164403748;14;0;0x4000
0;0;1248183541874;4095;3;0x4080
0;0;1249115090873;20;3;0x4000
0;0;1251052151873;4095;0;0x4080
0;0;1251256593248;4095;4095;0x4080
0;0;1251361711937;4095;4;0x4080
0;0;1251436207811;4;1;0x4000
0;0;1252980781873;4095;1;0x4080
0;0;1253155631248;4095;3;0x4080
0;0;1253185507623;4095;2;0x4080
0;0;1254138423748;4095;1;0x4080
0;0;1254185677998;4095;4095;0x4080
0;0;1256143604498;4095;0;0x4080
0;0;1257058531811;4095;0;0x4080
0;0;1257357183624;4095;6;0x4080
0;0;1258571273937;4095;0;0x4080
0;0;1260258651499;4095;1;0x4080
0;0;1260288491561;4095;0;0x4080
0;0;1261453415685;4095;0;0x4080
0;0;1261571781810;4095;0;0x4080
0;0;1262235399624;4095;0;0x4080
0;0;1263697907873;4095;4095;0x4080
0;0;1264178789748;3;0;0x4000
0;0;1264844847374;4095;0;0x4080
0;0;1265334948248;4095;1;0x4080
0;0;1266185763873;4095;4095;0x4080
0;0;1266945969373;4095;3;0x4080
0;0;1267637813999;4095;0;0x4080
0;0;1267810687249;1;6;0x4000
0;0;1268054839623;1;1;0x4000
0;0;1268160994001;10;3;0x4000
0;0;1268666791873;15;3;0x4000
0;0;1268685793060;4095;4;0x4080
0;0;1268968079185;4095;0;0x4080
0;0;1269160995561;4095;1;0x4080
0;0;1269223459748;4095;0;0x4080
0;0;1269411339624;4095;4095;0x4080
0;0;1269763347686;5;1;0x4000
0;0;1269810958000;14;9;0x4000
0;0;1269870833999;4095;1;0x4080
0;0;1271810811937;4095;4095;0x4080
0;0;1272076439999;7;3;0x4000
0;0;1272131417561;0;1;0x4000
0;0;1272433601748;4095;0;0x4080
0;0;1272452523623;4095;2;0x4080
0;0;1272551542999;9;3;0x4000
0;0;1272814243998;4095;6;0x4080
0;0;1273006209498;7;2;0x4000
0;0;1273060711499;4095;4;0x4080
0;0;1275390631873;6;0;0x4000
0;0;1275582869811;6;4095;0x4080
0;0;1276129811499;4095;0;0x4080
0;0;1276976733374;3;1;0x4000
0;0;1277240323873;4095;1;0x4080
0;0;1277258469562;4095;2;0x4080
0;0;1277888423874;12;0;0x4000
0;0;1279930661749;4095;0;0x4080
0;0;1280001780873;4095;1;0x4080
0;0;1280091373686;5;1;0x4000
0;0;1280662507748;13;0;0x4000
0;0;1280681268000;7;0;0x4000
0;0;1280995585812;4;2;0x4000
0;0;1282252433812;4095;1;0x4080
0;0;1284974979373;4095;0;0x4080
0;0;1285030071624;1;0;0x4000
0;0;1286340988999;4095;2;0x4080
0;0;1287101981998;13;1;0x4000
0;0;1288077539748;2;2;0x4000
0;0;1288150327874;4095;0;0x4080
0;0;1288564941624;0;5;0x4000
0;0;1288935941749;4095;1;0x4080
0;0;1289560161937;3;4095;0x4080
0;0;1290950154749;4095;4095;0x4080
0;0;1291819073998;4;2;0x4000
0;0;1291963675749;4095;1;0x4080
0;0;1292111953749;8;4095;0x4080
0;0;1292263939124;4095;2;0x4080
